id,text,emotions
871,Human error caused Helios crash,sadness
872,US to prod NATO allies for more troops to defeat Taliban,fear
873,Microsoft supports OpenID authentication standard,joy
874,No buyer in sight for Napster,sadness
875,"Briefly: preloaded iPods, Wal-Mart movies, Apple stores",joy
876,China says rich countries should take lead on global warming,sadness
877,North Korea may begin to dismantle nukes,joy
878,Tracking down hi-tech crime,joy
879,Barack Obama formally announces bid for president,joy
880,Kidnappers seize two in Nigeria,fear
881,"Indonesia may sell, not give, bird flu virus to scientists",fear
882,Attack video saddens "friendly fire" widow,sadness
883,Europe retain trophy with big win,joy
884,Cutting edge accessories for digital music players,joy
885,Ice storm descends on central U.S.,fear
886,Snow brings travel misery to England,sadness
887,"Indonesia flood forces 340,000 from homes",sadness
888,Iraqi health minister seized in raid,surprise
889,Ice storm brings chaos in U.S.,fear
890,Stinky flower mystery solved,joy
891,Congressman rebukes U.S. allies for lack of support in Afghanistan,anger
892,Roddick overcomes Federer in final,joy
893,Prehistoric Romeo and Juliet discovered,joy
894,Donald and Goydos share Sony lead,joy
895,U.S. and Iraqis are wrangling over war plans,fear
896,Sea search for missing Microsoft scientist,sadness
897,Iran to Hit US Interests if Attacked,fear
898,Blair: Terror battle will be long,fear
899,Bear cub returned to the wilderness,joy
900,Carrefour sales growth falls short,sadness
901,"Allied with democrats, Lieberman easily aligns with Republicans",surprise
902,"In the Rockies, pines die and bears feel it",sadness
903,Iran to strike US interests if attacked,fear
904,"Nipple covers, other star secrets",disgust
905,Apple: no iTunes for you if you have Vista!,surprise
906,Smokestacks in a white wilderness divide Iceland,sadness
907,That'll cost ya,anger
908,Botched hangings in Iraq speed sectarianism,fear
909,Male sweat raises female hormones,surprise
910,7 GOP senators to force debate on troops in Iraq,joy
911,Bangladesh ends curfew amid unrest,joy
912,Italy's dispute with US over Iraq shooting,anger
913,Here come the Globes!,joy
914,Snow causes transport chaos in Britain,sadness
915,Snow causes airport closures in Britain,sadness
916,"Second opinion: girl or boy? as fertility technology advances, so does an ethical debate",surprise
917,Heavy snow causes travel chaos and shuts schools,fear
918,Barbaro's legacy: saving other horses,joy
919,Luxury digs in South Carolina's Lowcountry,joy
920,Dozens killed in Baghdad bombing,sadness
921,Ice storms kill 21 across nation,sadness
922,De Villiers takes over Dakar lead,joy
923,Vietnam becomes WTO's 150th member,joy
924,South African trio share advantage,joy
925,Observatory: poison begets poison,fear
926,Action intensity boosts vision,joy
927,Why the smell of a man's armpit is a turn-on,surprise
928,Nokia 5300 Xpress Music,joy
929,"Dell to cut bonuses, trim management",sadness
930,"Second drop in cancer deaths could point to a trend, researchers say",surprise
931,TV game shows go interactive,joy
932,Boy missing since 2002 found alive,joy
933,"US, North Korea signed nuclear memo",joy
934,Russia honors Sputnik designer,joy
935,"In Kenya's capital, a sense that danger is ever stronger",fear
936,"Bill, thanks for the RSA memories... and laughs",joy
937,Friendly fire pilot 'experienced',sadness
938,MySpace welcomes French friends,joy
939,Airlines: UK airport runway unsafe,fear
940,The amounts you have to pay for a bomb scare,fear
941,"In Egypt, Rice speaks softly",joy
942,"Weekly Nielsen Yvonne De Carlo, 'Munsters' star, dead",sadness
943,Senate votes to revoke pensions,sadness
944,EarthLink CEO dies at age 49,sadness
945,Software giant SAP misses target,sadness
946,Vital signs: mental abilities: folic acid may improve thinking skills,surprise
947,De Villiers stretches overall lead,joy
948,Families celebrate return of sons,joy
949,China detains 2 after body parts found in mail,fear
950,North Korea ready to discuss nuke disarmament,joy
951,"For women, nothing's like the smell of men's sweat",surprise
952,Nadal wants Australian Open crown,joy
953,Beijing journal: Olympic construction unearths ancient treasure trove,joy
954,"Chinese president arrives in Mozambique, African tour nearly over",joy
955,Reclusive 'Mockingbird' author attends show,joy
956,"Asia near pact on energy, security",joy
957,Philippine anti-terror law delayed until June,fear
958,Ex-suspect slams anti-terror laws,anger
959,Study detects a gene linked to Alzheimer's,joy
960,Panda cub makes her debut,joy
961,Harris haul puts South Africa on top,joy
962,Weight-loss drug to be sold over the counter,joy
963,Beckham outlines reasons for move,joy
964,Study finds gritty air raises heart disease risk in older women,surprise
965,"Venezuela, Iran fight U.S. dominance",anger
966,'Housewives' star Marcia Cross on bed rest,sadness
967,Blog: Here come the Globes!,joy
968,Greek police hunt embassy attackers,anger
969,Apple warns iTunes users to wait on Vista,surprise
970,Tsunami fears ease after quake,fear
971,China considers Eurobond reserves,joy
972,Underarm bowls them over,surprise
973,At least 130 die as blast levels Baghdad market,sadness
974,New McCain team made attack ads he once faulted,anger
975,Deaths as bird flu flares in Asia,fear
976,"Hamas, Fatah leaders pledge to meet until they reach agreement",joy
977,Officers had 'rapport' with alleged abductor,disgust
978,No e-Book for Harry Potter VII,sadness
979,Review: Nokia 5300 Xpress Music,joy
980,'Can't do this anymore'? Not Jack,surprise
981,Black hole triplets spotted,surprise
982,Israel weighs old city project webcast,surprise
983,Indonesian bird flu deaths hit 61,sadness
984,Somali refugees cut off from aid,sadness
985,Microsoft downplays Vista speech-recognition hack,joy
986,Next island hot spot: St. Lucia,joy
987,Italy to hold no-show trial of Bronx GI in Iraq slay,anger
988,Rescued boys parents hail 'miracle',joy
989,Canadians tracked in child porn ring,disgust
990,Teen hacks Venezuelan government Web sites,surprise
991,"Russia plans new ICBMs, nuclear subs",fear
992,Gere cheers sex workers in AIDS fight,joy
993,Study: Male sweat causes female hormones to rise,surprise
994,Collision on icy road kills 7,sadness
995,Surprise: China cuts price of gas,joy
996,What the Godfather of Soul meant to me,joy
997,New Mars orbiter spots Pathfinder landing site,joy
998,Mass Venezuela opposition rally,anger
999,Glamour -- and 'Borat' -- at Golden Globes,joy
1000,Terror officials see Al Qaeda chiefs regaining power,fear
1001,"Ivrea journal: In Italian town, a civics lesson from pelting neighbors",surprise
1002,Iraqi sunni lands show new oil and gas promise,joy
1003,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,joy
1004,"A film star in Kampala, conjuring aminos ghost",fear
1005,Militants attack U.S. base in Iraq,fear
1006,North Africa feared as staging ground for terror,fear
1007,"Iran says Sunnis, using Pakistan as base, planned fatal bombing",fear
1008,Anglicans rebuke U.S. branch on same-sex unions,anger
1009,Homemade bombs kill 65 on Indian train,sadness
1010,Al Qaeda chiefs are seen to regain power,fear
1011,Chvez threatens to jail violators of price controls,anger
1012,Bush declares Iran's arms role in Iraq is certain,fear
1013,Accord on North Korea is announced,joy
1014,U.S. says powerful Iraqi cleric is living in Iran,fear
1015,"Baghdad plan is a success, Iraq prime minister tells Bush",joy
1016,Iraqi sunni lands show new oil and gas promise,joy
1017,"Dispute over Iraqi cleric, said to have gone to Iran",anger
1018,Planning seen in Iraqi attacks on U.S. copters,fear
1019,"In the world of life-saving drugs, a growing epidemic of deadly fakes",sadness
1020,Basics: a mammal in winter with a furnace of her own,surprise
1021,"Books on science: The problems in modeling nature, with its unruly natural tendencies",surprise
1022,Believing scripture but playing by science's rules,surprise
1023,"A familiar and prescient voice, brought to life",joy
1024,Findings : A cool $25 million for a climate backup plan,surprise
1025,Call it serendipity: a missing piece of Washington's war tent is found,joy
1026,"Free Will: Now you have it, now you don't",surprise
1027,Archaeologists find signs of early chimps' tool use,surprise
1028,Wizardry at Harvard: physicists move light,surprise
1029,The summit - a slap in the face of the Palestinians,disgust
1030,Moscow says Palestine-Israeli contacts key to Mideast peace,joy
1031,Mideast summit edns with little progress,sadness
1032,India decries 'an act of sabotage',fear
1033,Pakistan-India peace talks planned despite bombings,joy
1034,"Czechs, Poles get missile warning",fear
1035,Russia warns US against missile bases in East Europe,fear
1036,"Cheney starts visit to Japan, Australia",joy
1037,China: Cheney shores up the trilateral alliance,joy
1038,Iraq insurgents attack US base,fear
1039,US soldiers die in day of violence,sadness
1040,Iraqi suicide attack kills two US troops as militants fight purge,sadness
1041,Iran reneges on nuclear payments to Russia,fear
1042,Top Colombia official resigns,sadness
1043,Colombia FM resigns after relatives' arrests for militia links,sadness
1044,Foreign minister of Colombia quits in scandal,disgust
1045,New Zealand unlikely to allow crippled Japanese whaler,sadness
1046,Damaged Japanese whaling ship may resume hunting off Antarctica,sadness
1047,Japanese whaling ship won't accept help,disgust
1048,Iran top N-envoy heads for Vienna for nuke talks,joy
1049,Victims of Air India still wait for justice,sadness
1050,Kanishka bombing case: Inquiry judge threatens to quit,disgust
1051,Judge threatens to shut down Air-India inquiry,anger
1052,Royal rescues presidential hopes with commanding performance,joy
1053,Royal seeks to revive French bid,joy
1054,Sarkozy comfort zone offers a royal opportunity,joy
1055,"Hicks first in line for trial, Bush says",fear
1056,Australia tells Bush to speed up Guantanamo trial,surprise
1057,Howard presses Bush on terror suspect,fear
1058,France ends toxic alert at Canadian embassy in Paris,fear
1059,Paris police investigate package at Canadian embassy,fear
1060,False alarm at Canadian embassy in Paris,fear
1061,Afghan forces retake town that was overrun by Taliban,joy
1062,Taliban seize rural district in southwest as police flee,fear
1063,Afghan poppy war alienates farmers,sadness
1064,Will North Korea honor pledge this time?,joy
1065,Kim Jong-il bans Japanese cars in North Korea,surprise
1066,Iran vs. North Korea: not all enemies are equal,anger
1067,Catholic archbishop outlines Anglican merger hopes,joy
1068,Anglican and Catholic churches could merge,joy
1069,US helicopter crash kills 8 troops in Afghanistan,sadness
1070,Eight US soldiers killed in Zabul helicopter crash,sadness
1071,Arroyo lauds passage of anti-terror bill,joy
1072,House passes anti-terrorism measure Manila,joy
1073,Livingstone's transport empire may extend,joy
1074,"London is pace-setter on congestion toll, says mayor",joy
1075,Protest greets congestion charge's westward push,anger
1076,"Thailand attacks kill three, injure 70",sadness
1077,Thai Govt moves to smooth over relations with south,joy
1078,Bombings say Muslim rebels won't negotiate,fear
1079,Roots of autism more complex than thought,surprise
1080,Largest ever autism study identifies two genetic culprits,surprise
1081,Canadian breakthrough offers hope on autism,joy
1082,Beware of peanut butter pathogens,fear
1083,Experts offer advice on salmonella,joy
1084,Experts issue new heart disease guidelines for women,joy
1085,"For women, aspirin a day could keep stroke away",joy
1086,High cholesterol raises stroke risk healthy women,fear
1087,Cooked chicken breasts join tainted-food recalls,fear
1088,Ready to eat chicken breasts recalled due to suspected listeria,fear
1089,Fully-cooked chicken strips recalled,surprise
1090,Committee debates cancer vaccine plan,surprise
1091,Stop cancer with a shot,joy
1092,1 mln birds to be vaccinated from bird flu near Moscow,joy
1093,Thousands tested after Russian H5N1 outbreak,fear
1094,Russian bird flu outbreak is deadly "Asian strain",fear
1095,Bernard Matthews to lay off up to 500 workers,sadness
1096,Matthews lays off 130 turkey workers,sadness
1097,Reopening bird flu-hitfactory ignores risks - poultryman,fear
